name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
gun_mech_52,gun_mech,,$technology_name_gun_mech_52,1912,1,27,tech_gun_length_limit_casemates(9),,,$technology_desc_gun_mech_49,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_53,gun_mech,,$technology_name_gun_mech_53,1917,1,27,tech_gun_length_limit_casemates(10),,,$technology_desc_gun_mech_49,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_end,gun_mech,,$technology_name_gun_mech_end,1938,3,60,"end, reload(1), weight(gun;-0.5), cost(gun;-2.5), aim(1), gun_rotation(1)",,,$technology_desc_gun_mech_end,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
# $techType_name_hull_destroyer,hull_destroyer,,,,,,,,,,,,
hull_destroyer_1,hull_destroyer,,$technology_name_hull_destroyer_1,1892,,36,tonnage(tb;300),,,$technology_desc_hull_destroyer_1,Allows the construction of TB up to 300 tons displacement.,,
hull_destroyer_2,hull_destroyer,,$technology_name_hull_destroyer_2,1894,,36,tonnage(tb;500),,,$technology_desc_hull_destroyer_1,Allows the construction of TB up to 400 tons displacement.,,
hull_destroyer_3,hull_destroyer,,$technology_name_hull_destroyer_3,1896,,36,tonnage(tb;700),,,$technology_desc_hull_destroyer_1,Allows the construction of TB up to 500 tons displacement.,,
hull_destroyer_4,hull_destroyer,,$technology_name_hull_destroyer_4,1898,,36,"tonnage(tb;800), unlock(tb_highbow_large)",,,$technology_desc_hull_destroyer_4,,,
hull_destroyer_5,hull_destroyer,,$technology_name_hull_destroyer_5,1899,,36,"tonnage(dd;850), unlock(dd_1;dd_1_japan;dd_1_german;dd_1_austria;dd_1_russia;dd_1_france)",,,$technology_desc_hull_destroyer_5,"Allows the construction of ""Destroyer"" class ship (DD).",,
hull_destroyer_6,hull_destroyer,,$technology_name_hull_destroyer_6,1901,,36,"tonnage(dd;900), unlock(dd_1_german_large)",,,$technology_desc_hull_destroyer_6,Allows the construction of DD up to 700 tons displacement.,,
hull_destroyer_7,hull_destroyer,,$technology_name_hull_destroyer_7,1902,,36,"tonnage(dd;950), unlock(dd_1_austria_large)",,,$technology_desc_hull_destroyer_6,Allows the construction of DD up to 800 tons displacement.,,
hull_destroyer_8,hull_destroyer,,$technology_name_hull_destroyer_8,1903,,36,tonnage(dd;1000),,,$technology_desc_hull_destroyer_6,Allows the construction of DD up to 800 tons displacement.,,
hull_destroyer_9,hull_destroyer,,$technology_name_hull_destroyer_9,1905,,36,tonnage(dd;1050),,,$technology_desc_hull_destroyer_6,Allows the construction of DD up to 900 tons displacement.,,
hull_destroyer_10,hull_destroyer,,$technology_name_hull_destroyer_10,1908,,36,"tonnage(dd;1100), unlock(dd_2;dd_2_japan;dd_2_german;dd_2_russia;dd_2_france), obsolete(dd_1;dd_1_japan), obsolete(tb_lowbow;tb_standard)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,100 tons displacement.",,
hull_destroyer_11,hull_destroyer,,$technology_name_hull_destroyer_11,1910,,36,"tonnage(dd;1200),unlock(dd_2_russia)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,200 tons displacement.",,
hull_destroyer_12,hull_destroyer,,$technology_name_hull_destroyer_12,1911,,36,"tonnage(dd;1300),unlock(dd_2_france)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,300 tons displacement.",,
hull_destroyer_13,hull_destroyer,,$technology_name_hull_destroyer_13,1912,,36,tonnage(dd;1400),,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,400 tons displacement.",,
hull_destroyer_14,hull_destroyer,,$technology_name_hull_destroyer_14,1913,,36,"tonnage(dd;1500), unlock(dd_3;dd_3_japan;dd_3_german), obsolete(dd_1;dd_1_japan;dd_2;dd_2_japan;dd_1_german;dd_1_austria;dd_1_russia;dd_1_france)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,500 tons displacement.",,
hull_destroyer_15,hull_destroyer,,$technology_name_hull_destroyer_15,1914,,36,"tonnage(dd;1600), unlock(dd_3_russia;dd_3_france)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,600 tons displacement.",,
hull_destroyer_16,hull_destroyer,,$technology_name_hull_destroyer_16,1915,,36,tonnage(dd;1700),,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,700 tons displacement.",,
hull_destroyer_17,hull_destroyer,,$technology_name_hull_destroyer_17,1916,,36,"tonnage(dd;1800), unlock(dd_4_japan)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,800 tons displacement.",,
hull_destroyer_18,hull_destroyer,,$technology_name_hull_destroyer_18,1918,,36,"tonnage(dd;1900), unlock(dd_4;dd_4_russia;dd_4_france;dd_us_flush), obsolete(dd_2;dd_2_russia;dd_2_france;dd_2_german;dd_1_german_large;dd_1_austria_large)",,,$technology_desc_hull_destroyer_6,"Allows the construction of DD up to 1,900 tons displacement.",,
hull_destroyer_19,hull_destroyer,,$technology_name_hull_destroyer_19,1920,,36,"tonnage(dd;2200),tonnage(tb;1000), unlock(dd_5_akizuki_nose_cave_middle;dd_5_nose_small_usa;tb_modern_1;tb_modern_2;tb_modern_3;tb_modern_4;tb_modern_5;tb_modern_6), obsolete(tb_highbow;tb_highbow_large)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 2,000 tons displacement (DL Class).",,
hull_destroyer_20,hull_destroyer,,$technology_name_hull_destroyer_20,1921,,36,"tonnage(dd;2400), unlock(dd_5_akizuki_nose_long;dd_5_nose_small_german;dd_5_nose_generic_small;dd_5_stern_small_russia;dd_5_nose_small_france;dd_5_nose_medium_usa)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 2,500 tons displacement (DL Class).",,
hull_destroyer_21,hull_destroyer,,$technology_name_hull_destroyer_21,1922,,36,"tonnage(dd;2600), unlock(dd_5_akizuki_nose_long;dd_5_stern_large_italian;dd_5_nose_large_britain;dd_5_nose_large_usa;dd_5_akizuki_nose_short;dd_5_akizuki_stern_flat)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 2,500 tons displacement (DL Class).",,
hull_destroyer_22,hull_destroyer,,$technology_name_hull_destroyer_22,1923,,36,"tonnage(dd;2800), unlock(dd_5_nose_large_generic)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 2,500 tons displacement (DL Class).",,
hull_destroyer_23,hull_destroyer,,$technology_name_hull_destroyer_23,1924,,36,"tonnage(dd;3000), unlock(dd_5_nose_large_france;dd_5_nose_large_german;dd_5_shimakaze)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,000 tons displacement (DL Class).",,
hull_destroyer_24,hull_destroyer,,$technology_name_hull_destroyer_24,1925,,36,tonnage(dd;3300),,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,000 tons displacement (DL Class).",,
hull_destroyer_25,hull_destroyer,,$technology_name_hull_destroyer_25,1926,,36,tonnage(dd;3500),,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,500 tons displacement (DL Class)",,
hull_destroyer_26,hull_destroyer,,$technology_name_hull_destroyer_26,1930,,36,tonnage(dd;4000),,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,500 tons displacement (DL Class)",,
hull_destroyer_27,hull_destroyer,,$technology_name_hull_destroyer_27,1935,,36,"tonnage(dd;7500), unlock(dd_6_nose_large_italian;dd_7_fletcher_style_big;dd_7_fletcher_style_small;dd_7_daring_style_big;dd_7_daring_style_small;dd_7_german_hybrid_dd;dd_7_france_dd;dd_7_russia_dd;dd_7_flushdeck_dd_small;dd_7_flushdeck_dd_large;dd_us_flush;dd_8_hybrid_cruiser_gen;dd_8_hybrid_cruiser_italy;dd_8_france_dd;dd_8_russia_dd)",,,$technology_desc_hull_destroyer_6,"Allows the construction of Destroyer up to 3,500 tons displacement (DL Class)",,
# $techType_name_hull_cruiser,hull_cruiser,,,,,,,,,,,,
hull_cruiser_1,hull_cruiser,,$technology_name_hull_cruiser_1,1890,,23,"start,tonnage(cl;4000), unlock(cl_2_emden)",,,$technology_desc_hull_cruiser_1,"Allows the construction of CL class Cruiser up to 2,500 tons displacement",,
hull_cruiser_2,hull_cruiser,,$technology_name_hull_cruiser_2,1890,,23,"start,tonnage(cl;4500), unlock(cl_1_medium_strbow;cl_1_medium;cl_1_medium_germany;cl_1_rambow_france;cl_1_medium_russia)",,,$technology_desc_hull_cruiser_2,"Allows the construction of CL class Cruiser up to 3,000 tons displacement",,
hull_cruiser_3,hull_cruiser,,$technology_name_hull_cruiser_3,1893,,23,"tonnage(cl;5000), unlock(cl_2_rambow;cl_2_straightbow), obsolete(cl_maine_threemast;cl_1_rambow_early;cl_1_straightbow_early;cl_1_rambow_boat)",,,$technology_desc_hull_cruiser_3,"Allows the construction of CL class Cruiser up to 4,000 tons displacement",,
hull_cruiser_4,hull_cruiser,,$technology_name_hull_cruiser_4,1894,,23,"tonnage(cl;5500), unlock(cl_novik)",,,$technology_desc_hull_cruiser_4,"Allows the construction of CL class Cruiser up to 4,000 tons displacement",,
hull_cruiser_5,hull_cruiser,,$technology_name_hull_cruiser_5,1895,,23,tonnage(cl;6000),,,$technology_desc_hull_cruiser_5,"Allows the construction of CL class Cruiser up to 5,000 tons displacement",,
hull_cruiser_6,hull_cruiser,,$technology_name_hull_cruiser_6,1896,,23,"tonnage(cl;6500), unlock(cl_3_france)",,,$technology_desc_hull_cruiser_6,"Allows the construction of CL class Cruiser up to 6,000 tons displacement",,
hull_cruiser_7,hull_cruiser,,$technology_name_hull_cruiser_7,1898,,23,tonnage(cl;7000),,,$technology_desc_hull_cruiser_7,"Allows the construction of CL class Cruiser up to 6,000 tons displacement",,
hull_cruiser_8,hull_cruiser,,$technology_name_hull_cruiser_8,1902,,23,"tonnage(cl;7500), unlock(cl_2_medium;cl_2_medium_strbow;ca_3_warrior_pisa;cl_2_medium_germany;cl_2_medium_russia), obsolete(cl_1_rambow_3mast;cl_1_rambow_3mast_early;cl_1_rambow_3mast_ver2;cl_1_rambow_3mast_ver3;cl_1_3mast_usa)",,,$technology_desc_hull_cruiser_8,"Allows the construction of CL class Cruiser up to 7,000 tons displacement.",,
hull_cruiser_9,hull_cruiser,,$technology_name_hull_cruiser_9,1903,,23,"tonnage(cl;8000), unlock(cl_4_france;cl_3;cl_3_emden;ca_3_warrior;cl_3_usa_exp)",,,$technology_desc_hull_cruiser_9,"Allows the construction of CL class Cruiser up to 8,000 tons displacement.",,
hull_cruiser_10,hull_cruiser,,$technology_name_hull_cruiser_10,1904,,23,"tonnage(cl;8500), unlock(cl_3_straightbow_tall)",,,$technology_desc_hull_cruiser_10,"Allows the construction of CL class Cruiser up to 8,500 tons displacement.",,
hull_cruiser_11,hull_cruiser,,$technology_name_hull_cruiser_11,1905,,23,"tonnage(cl;9000), unlock(cl_3_rambow_tall;cl_3_britain;cl_3_japan_small;cl_3_russia;cl_4_france_improved;ca_4_rambow_franceLarge), obsolete(cl_novik;cl_1_3mast_armored)",,,$technology_desc_hull_cruiser_11,"Allows the construction of CL class Cruiser up to 9,000 tons displacement.",,
hull_cruiser_12,hull_cruiser,,$technology_name_hull_cruiser_12,1906,,23,tonnage(cl;9500),,,$technology_desc_hull_cruiser_12,"Allows the construction of CL class Cruiser up to 9,500 tons displacement.",,
hull_cruiser_13,hull_cruiser,,$technology_name_hull_cruiser_13,1908,,23,"tonnage(cl;10000), unlock(cl_3_russia_var), obsolete(cl_1_straightbow;cl_1_rambow;cl_1_austrian;cl_1_medium_strbow;cl_1_medium;cl_1_medium_germany;cl_1_medium_russia;cl_1_austria_small)",,,$technology_desc_hull_cruiser_13,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_14,hull_cruiser,,$technology_name_hull_cruiser_14,1910,,23,"tonnage(cl;11000), unlock(cl_3_britain_var2;cl_5_britain_scout)",,,$technology_desc_hull_cruiser_14,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_15,hull_cruiser,,$technology_name_hull_cruiser_15,1912,,23,tonnage(cl;11500),,,$technology_desc_hull_cruiser_15,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_16,hull_cruiser,,$technology_name_hull_cruiser_16,1914,,23,tonnage(cl;12000),,,$technology_desc_hull_cruiser_16,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_17,hull_cruiser,,$technology_name_hull_cruiser_17,1916,,23,"tonnage(cl;12500), unlock(cl_4_omaha;cl_3_britain_var3;cl_5_britain_C_class;cl_5_generic1_C_class;cl_5_generic2_C_class;cl_5_italian_early_condot;cl_5_russian_light;cl_5_german_treaty;cl_5_france_exp;cl_3_japan;cl_5_omaha_base;cl_5_german_treaty_fk;cl_5_armored_exp;cl_5_armored_exp2;cl_5_armored_exp3;cl_5_armored_exp4;cl_5_scout_var1), obsolete(cl_1_rambow_france;cl_3_france;cl_1_austria_belted)",,,$technology_desc_hull_cruiser_17,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_18,hull_cruiser,,$technology_name_hull_cruiser_18,1919,,23,"tonnage(cl;13000), unlock(cl_3_japan_bigger;cl_5_omaha;cl_5_britain_adv_treaty)",,,$technology_desc_hull_cruiser_18,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_19,hull_cruiser,,$technology_name_hull_cruiser_19,1925,,23,"unlock(cl_4_china_experimental;cl_4_Modern_Japan;cl_4_Modern_Trento;cl_4_Modern_Spain;cl_4_Modern_Generic_2;cl_4_Modern_Generic;ca_5_italy_early_2;ca_5_generic_early;ca_5_generic_4;ca_5_german_early;ca_5_generic_3;cl_4_japan_experimental;cl_3_Modern_Spain;ca_5_canarias;cl_4_russia_kirov;ca_5_generic_4_alt;cl_5_france_modern;cl_5_german_modern;cl_6_dido;cl_5_brooklyn;cl_5_deruyter;cl_5_navarra_adv;cl_5_navarra_adv_small), obsolete(cl_2_rambow;cl_2_straightbow;cl_2_medium;cl_2_emden;cl_2_medium_strbow;cl_3;cl_3_emden;cl_3_straightbow_tall;cl_3_rambow_tall;ca_3;ca_4_italy;ca_3_german;ca_3_generic;ca_3_warrior;ca_3_warrior_pisa;cl_1_rambow_france;cl_3_france;cl_4_france;ca_3_rambow_france;ca_4_blucher;ca_4_ibuki;ca_4_generic_large;ca_4_generic_large_russia;ca_4_italy_stg;ca_2_rambow_france;ca_4_rambow_france;cl_3_britain;cl_3_japan_small;cl_3_russia;cl_4_france_improved;cl_2_medium_germany;cl_2_medium_russia;ca_3_russia;cl_3_russia_var;cl_3_britain_var2;cl_3_britain_var3;ca_5_france;ca_maine_china;ca_4_rambow_franceLarge;cl_5_britain_C_class;cl_5_britain_scout;cl_5_armored_exp;cl_5_armored_exp2;cl_5_armored_exp3;cl_5_armored_exp4;cl_5_scout_var1;ca_4_rurik_russia;ca_5_usa_large1;ca_5_usa_large2;cl_3_usa_exp)",,,$technology_desc_hull_cruiser_19,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_20,hull_cruiser,,$technology_name_hull_cruiser_20,1935,,23,"unlock(cl_5_italian;cl_5_italian_small;cl_6_japan;cl_5_japan;cl_5_atlanta;cl_5_guncruiser1;cl_5_escortcruiser;cl_5_escortcruiser_british;cl_5_escortcruiser_france;cl_7_dido;cl_6_german_base;cl_5_dido;cl_5_austria_exp;cl_6_russian_exp;cl_6_russian_exp2;cl_6_monte;cl_7_japan), obsolete(cl_4_omaha;cl_5_omaha;cl_3_britain_var3;cl_5_german_treaty), tonnage(cl;17500)",,,$technology_desc_hull_cruiser_19,"Allows the construction of CL class Cruiser up to 10,000 tons displacement.",,
hull_cruiser_21,hull_cruiser,,$technology_name_hull_cruiser_21,1890,,23,"start,tonnage(ca;4500)",,,$technology_desc_hull_cruiser_21,,,
hull_cruiser_22,hull_cruiser,,$technology_name_hull_cruiser_22,1890,,23,"start,tonnage(ca;5000)",,,$technology_desc_hull_cruiser_22,,,
hull_cruiser_23,hull_cruiser,,$technology_name_hull_cruiser_23,1890,,23,"start,tonnage(ca;6000)",,,$technology_desc_hull_cruiser_23,,,
hull_cruiser_24,hull_cruiser,,$technology_name_hull_cruiser_24,1890,,23,"tonnage(ca;7000)",,,$technology_desc_hull_cruiser_24,"Allows the construction of CA class Cruiser up to 7,000 tons displacement",,
hull_cruiser_25,hull_cruiser,,$technology_name_hull_cruiser_25,1892,,23,"tonnage(ca;8500),  unlock(ca_2;ca_2_friedrich;ca_2_rambow_france;ca_austria_monarch), obsolete(ca_maine_varcoastal;ca_maine_varcoastal2)",,,$technology_desc_hull_cruiser_25,"Allows the construction of CA class Cruiser up to 8,000 tons displacement",,
hull_cruiser_26,hull_cruiser,,$technology_name_hull_cruiser_26,1894,,23,"tonnage(ca;9000), unlock(ca_1_italian_exp_3mast;ca_1_italian_exp_japan_3mast;ca_2_austria_karl;ca_1_italian_exp_small_3mast)",,,$technology_desc_hull_cruiser_26,"Allows the construction of CA class Cruiser up to 9,000 tons displacement",,
hull_cruiser_27,hull_cruiser,,$technology_name_hull_cruiser_27,1896,,23,"tonnage(ca;10000), unlock(ca_2_austria;ca_maine_china)",,,$technology_desc_hull_cruiser_27,"Allows the construction of CA class Cruiser up to 10,000 tons displacement",,
