#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
2059,,Bavaria,germany,ca,,,,,,
2060,,Mecklenburg,germany,ca,,,,,,
2061,,Rhineland,germany,ca,,,,,,
2062,,Saxony,germany,ca,,,,,,
2063,,Thuringia,germany,ca,,,,,,
2064,,Baden,germany,ca,,,,,,
2065,,Limburg,germany,ca,,,,,,
2066,,Lippe,germany,ca,,,,,,
2067,,Dessau,germany,ca,,,,,,
2068,,Sachsen,germany,ca,,,,,,
2069,,Schwalbe,germany,cl,,,,,,
2070,,Sperber,germany,cl,,,,,,
2071,,Bussard,germany,cl,,,,,,
2072,,Falke,germany,cl,,,,,,
2073,,Seeadler,germany,cl,,,,,,
2074,,Condor,germany,cl,,,,,,
2075,,Cormoran,germany,cl,,,,,,
2076,,Geier,germany,cl,,,,,,
2077,,Gefion,germany,cl,,,,,,
2078,,Gazelle,germany,cl,,,,,,
2079,,Niobe,germany,cl,,,,,,
2080,,Nymphe,germany,cl,,,,,,
2081,,Thetis,germany,cl,,,,,,
2082,,Ariadne,germany,cl,,,,,,
2083,,Amazone,germany,cl,,,,,,
2084,,Medusa,germany,cl,,,,,,
2085,,Frauenlob,germany,cl,,,,,,
2086,,Arcona,germany,cl,,,,,,
2087,,Undine,germany,cl,,,,,,
2088,,Bremen,germany,cl,,,,,,
2089,,Hamburg,germany,cl,,,,,,
2090,,Berlin,germany,cl,,,,,,
2091,,Lübeck,germany,cl,,,,,,
2092,,München,germany,cl,,,,,,
2093,,Leipzig,germany,cl,,,,,,
2094,,Danzig,germany,cl,,,,,,
2095,,Königsberg,germany,cl,,,,,,
2096,,Nürnberg,germany,cl,,,,,,
2097,,Stuttgart,germany,cl,,,,,,
2098,,Stettin,germany,cl,,,,,,
2099,,Dresden,germany,cl,,,,,,
2100,,Emden,germany,cl,,,,,,
2101,,Kolberg,germany,cl,,,,,,
2102,,Mainz,germany,cl,,,,,,
2103,,Cöln,germany,cl,,,,,,
2104,,Augsburg,germany,cl,,,,,,
2105,,Magdeburg,germany,cl,,,,,,
2106,,Breslau,germany,cl,,,,,,
2107,,Strassburg,germany,cl,,,,,,
2108,,Stralsund,germany,cl,,,,,,
2109,,Karlsruhe,germany,cl,,,,,,
2110,,Rostock,germany,cl,,,,,,
2111,,Graudenz,germany,cl,,,,,,
2112,,Regensburg,germany,cl,,,,,,
2113,,Pillau,germany,cl,,,,,,
2114,,Elbing,germany,cl,,,,,,
2115,,Wiesbaden,germany,cl,,,,,,
2116,,Frankfurt,germany,cl,,,,,,
2117,,Brummer,germany,cl,,,,,,
2118,,Bremse,germany,cl,,,,,,
2119,,Cöln,germany,cl,,,,,,
2120,,Karlsruhe,germany,cl,,,,,,
2121,,Köln,germany,cl,,,,,,
2122,0,B,germany,dd,,,,,,
2123,0,H,germany,dd,,,,,,
2124,0,V,germany,dd,,,,,,
2125,0,S,germany,tb,,,,,,
2126,0,G,germany,tb,,,,,,
###,,,italy,,,,,,,
2128,,Ammiraglio di Saint Bon,italy,bb,,,,,,
2129,,Emanuele Filiberto,italy,bb,,,,,,
2130,,Regina Margherita,italy,bb,,,,,,
2131,,Benedetto Brin,italy,bb,,,,,,
2132,,Regina Elena,italy,bb,,,,,,
2133,,Vittorio Emanuele,italy,bb,,,,,,
2134,,Roma,italy,bb,,,,,,
2135,,Napoli,italy,bb,,,,,,
2136,,Dante Alighieri,italy,bb,,,,,,
2137,,Conte di Cavour,italy,bb,,,,,,
2138,,Giulio Cesare,italy,bb,,,,,,
2139,,Leonardo da Vinci,italy,bb,,,,,,
2140,,Andrea Doria,italy,bb,,,,,,
2141,,Caio Duilio,italy,bb,,,,,,
2142,,Francesco Caracciolo,italy,bb,,,,,,
2143,,Cristoforo Colombo,italy,bb,,,,,,
2144,,Marcantonio Colonna,italy,bb,,,,,,
2145,,Francesco Morosini,italy,bb,,,,,,
2146,,Littorio,italy,bb,,,,,,
2147,,Vittorio Veneto,italy,bb,,,,,,
2148,,Impero,italy,bb,,,,,,
2149,,Terribile,italy,bb,,,,,,
2150,,Formidabile,italy,bb,,,,,,
2151,,Principe di Carignano,italy,bb,,,,,,
2152,,Messina,italy,bb,,,,,,
2153,,Conte Verde,italy,bb,,,,,,
2154,,Re d'Italia,italy,bb,,,,,,
2155,,Re di Portogallo,italy,bb,,,,,,
2156,,Regina Maria Pia,italy,bb,,,,,,
2157,,San Martino,italy,bb,,,,,,
2158,,Castelfidardo,italy,bb,,,,,,
2159,,Ancona,italy,bb,,,,,,
2160,,Venezia,italy,bb,,,,,,
2161,,Affondatore,italy,bb,,,,,,
2162,,Principe Amedeo,italy,bb,,,,,,
2163,,Palestro,italy,bb,,,,,,
2164,,Enrico Dandolo,italy,bb,,,,,,
2165,,Italia,italy,bb,,,,,,
2166,,Lepanto,italy,bb,,,,,,
2167,,Ruggiero di Lauria,italy,bb,,,,,,
2168,,Re Umberto,italy,bb,,,,,,
2169,,Sicilia,italy,bb,,,,,,
2170,,Sardegna,italy,bb,,,,,,
2171,,San Michele,italy,bb,,,,,,
2172,,Carlo Alberto,italy,bb,,,,,,
2173,,Des Geneys,italy,bb,,,,,,
2174,,Euridice,italy,bb,,,,,,
2175,,San Giovanni,italy,bb,,,,,,
2176,,Aquila,italy,bb,,,,,,
2177,,Aurora,italy,bb,,,,,,
2178,,Eridano,italy,bb,,,,,,
2179,,Daino,italy,bb,,,,,,
2180,,Colombo,italy,bb,,,,,,
2181,,Governolo,italy,bb,,,,,,
2182,,Costituzione,italy,bb,,,,,,
2183,,Staffetta,italy,bb,,,,,,
2184,,L'Azzardoso,italy,bb,,,,,,
2185,,Monzambano,italy,bb,,,,,,
2186,,Tripoli,italy,bb,,,,,,
2187,,Malfatano,italy,bb,,,,,,
2188,,Authion,italy,bb,,,,,,
2189,,Vinzaglio,italy,bb,,,,,,
2190,,Gulnara,italy,bb,,,,,,
2191,,Ichnusa,italy,bb,,,,,,
2192,,Venice,italy,bb,,,,,,
2193,,San Giorgio grande,italy,bb,,,,,,
2194,,Madonna della Vigna,italy,bb,,,,,,
2195,,Aquila d'Oro,italy,bb,,,,,,
2196,,Giove Fulminante,italy,bb,,,,,,
2197,,Costanza Guerriera,italy,bb,,,,,,
2198,,Drago Volante,italy,bb,,,,,,
2199,,Fama Volante,italy,bb,,,,,,
2200,,Madonna della Salute,italy,bb,,,,,,
2201,,Venezia Trionfante,italy,bb,,,,,,
2202,,Venere Armata,italy,bb,,,,,,
2203,,Ercole Vittorioso,italy,bb,,,,,,
2204,,San Marco Grande,italy,bb,,,,,,
2205,,San Antonio di Padova,italy,bb,,,,,,
2206,,Pace ed Abbondanza,italy,bb,,,,,,
2207,,San Giovanni Battista Piccolo,italy,bb,,,,,,
2208,,San Vittorio,italy,bb,,,,,,
2209,,San Giovanni Battista Grande,italy,bb,,,,,,
2210,,San Andrea,italy,bb,,,,,,
2211,,San Nicolo,italy,bb,,,,,,
2212,,San Iseppo,italy,bb,,,,,,
2213,,San Giuseppe,italy,bb,,,,,,
2214,,Redentore del Mundo,italy,bb,,,,,,
2215,,San Domenico,italy,bb,,,,,,
2216,,Vittoria,italy,bb,,,,,,
2217,,Sacra Lega,italy,bb,,,,,,
2218,,Valor Coronato,italy,bb,,,,,,
2219,,Monton d'Oro,italy,bb,,,,,,
2220,,Abbondanza e Ricchezza,italy,bb,,,,,,
2221,,Nettuno,italy,bb,,,,,,
2222,,Leon Coronato,italy,bb,,,,,,
2223,,San Lorenzo Giustinian,italy,bb,,,,,,
2224,,Stella Maris,italy,bb,,,,,,
2225,,Rosa,italy,bb,,,,,,
2226,,Fenice,italy,bb,,,,,,
2227,,Fede Guerriera,italy,bb,,,,,,
2228,,Iride,italy,bb,,,,,,
2229,,San Sebastiano,italy,bb,,,,,,
2230,,Tigre,italy,bb,,,,,,
2231,,Giove,italy,bb,,,,,,
2232,,Sole d'Oro,italy,bb,,,,,,
2233,,Rizzo d'Oro,italy,bb,,,,,,
2234,,Amazzone Guerriera,italy,bb,,,,,,
2235,,Aquila Volante/Aquilla Valiera,italy,bb,,,,,,
2236,,Grand Alessandro,italy,bb,,,,,,
2237,,Corona,italy,bb,,,,,,
2238,,Croce Rossa,italy,bb,,,,,,
2239,,Terror,italy,bb,,,,,,
2240,,Regina del Mar,italy,bb,,,,,,
2241,,Costanza,italy,bb,,,,,,
2242,,Aquileta,italy,bb,,,,,,
2243,,San Francesco,italy,bb,,,,,,
2244,,San Pietro Apostolo,italy,bb,,,,,,
2245,,Scudo della Fede,italy,bb,,,,,,
2246,,Santissimo Crocefisso,italy,bb,,,,,,
2247,,Madonna dell' Arsenal,italy,bb,,,,,,
2248,,Leone Trionfante,italy,bb,,,,,,
2249,,Gloria Veneta,italy,bb,,,,,,
2250,,San Pio V,italy,bb,,,,,,
2251,,San Gaetano,italy,bb,,,,,,
2252,,Fortuna,italy,bb,,,,,,
2253,,San Pietro Alcantar,italy,bb,,,,,,
2254,,Idra,italy,bb,,,,,,
2255,,San Zaccaria,italy,bb,,,,,,
2256,,San Spiridon,italy,bb,,,,,,
2257,,Falcon,italy,bb,,,,,,
2258,,Ercole,italy,bb,,,,,,
2259,,Corriera,italy,bb,,,,,,
2260,,Concordia,italy,bb,,,,,,
2261,,Diligenza,italy,bb,,,,,,
2262,,Forza,italy,bb,,,,,,
2263,,Sirena,italy,bb,,,,,,
2264,,Galatea,italy,bb,,,,,,
2265,,Fama,italy,bb,,,,,,
2266,,Eolo,italy,bb,,,,,,
2267,,San Giorgio,italy,bb,,,,,,
2268,,Minerva,italy,bb,,,,,,
2269,,Vulcano,italy,bb,,,,,,
2270,,Medea,italy,bb,,,,,,
2271,,Gloria,italy,bb,,,,,,
2272,,Laharpe,italy,bb,,,,,,
2273,,Stengal,italy,bb,,,,,,
2274,,Beyrand,italy,bb,,,,,,
2275,,Lepanto,italy,bc,,,,,,
2276,,Marchesa,italy,bc,,,,,,
2277,,Fortuna,italy,bc,,,,,,
2278,,Capitana,italy,bc,,,,,,
2279,,Padrona,italy,bc,,,,,,
2280,,Doria,italy,bc,,,,,,
2281,,Perla,italy,bc,,,,,,
2282,,Temperanza,italy,bc,,,,,,
2283,,Vittoria,italy,bc,,,,,,
2284,,Donzella,italy,bc,,,,,,
2285,,Monarca,italy,bc,,,,,,
2286,,Negrona,italy,bc,,,,,,
2287,,Bastarda,italy,bc,,,,,,
2288,,Furia,italy,bc,,,,,,
2289,,Diana,italy,bc,,,,,,
2290,,Baccana,italy,bc,,,,,,
2291,,San Bartolomeo,italy,bc,,,,,,
2292,,San Filippo la Reale,italy,bc,,,,,,
2293,,San Carlo la Partenope,italy,bc,,,,,,
2294,,Regina,italy,bc,,,,,,
2295,,Concezione,italy,bc,,,,,,
2296,,Santa Amalia,italy,bc,,,,,,
2297,,San Gennaro,italy,bc,,,,,,
2298,,San Pasquale,italy,bc,,,,,,
2299,,San Ferdinando,italy,bc,,,,,,
2300,,San Gabriele,italy,bc,,,,,,
2301,,San Luigi,italy,bc,,,,,,
2302,,San Antonio,italy,bc,,,,,,
2303,,Patrona,italy,bc,,,,,,
2304,,San Giovanni,italy,bc,,,,,,
2305,,San Gioacchino,italy,bc,,,,,,
2306,,Partenope,italy,bc,,,,,,
2307,,Tancredi,italy,bc,,,,,,
2308,,Guiscardo,italy,bc,,,,,,
2309,,Archimede,italy,bc,,,,,,
2310,,Sannita,italy,bc,,,,,,
2311,,Ruggiero,italy,bc,,,,,,
2312,,Aretusa,italy,bc,,,,,,
2313,,Minerva,italy,bc,,,,,,
2314,,Sibilla,italy,bc,,,,,,
2315,,Cerere,italy,bc,,,,,,
2316,,Aurora,italy,bc,,,,,,
2317,,Fama,italy,bc,,,,,,
2318,,Stabia,italy,bc,,,,,,
2319,,Flora,italy,bc,,,,,,
2320,,Galatea,italy,bc,,,,,,
2321,,Capri,italy,bc,,,,,,
2322,,Gioacchino,italy,bc,,,,,,
2323,,Carolina,italy,bc,,,,,,
2324,,Vesuvio,italy,bc,,,,,,
2325,,Regina Isabella,italy,bc,,,,,,
2326,,Francesco I,italy,bc,,,,,,
2327,,Principe Carlo,italy,bc,,,,,,
2328,,Marco Polo,italy,ca,,,,,,
2329,,Vettor Pisani,italy,ca,,,,,,
2330,,Carlo Alberto,italy,ca,,,,,,
2331,,Giuseppe Garibaldi,italy,ca,,,,,,
2332,,Varese,italy,ca,,,,,,
2333,,Francesco Ferruccio,italy,ca,,,,,,
2334,,Pisa,italy,ca,,,,,,
2335,,Amalfi,italy,ca,,,,,,
2336,,San Giorgio,italy,ca,,,,,,
2337,,San Marco,italy,ca,,,,,,
2338,,Trento,italy,ca,,,,,,
2339,,Trieste,italy,ca,,,,,,
2340,,Zara,italy,ca,,,,,,
2341,,Pola,italy,ca,,,,,,
2342,,Fiume,italy,ca,,,,,,
2343,,Gorizia,italy,ca,,,,,,
2344,,Bolzano,italy,ca,,,,,,
2345,,Andrea Doria,italy,ca,,,,,,
2346,,Vittorio Veneto,italy,ca,,,,,,
2347,,Monarca,italy,ca,,,,,,
2348,,Farnese,italy,ca,,,,,,
2349,,Urania,italy,ca,,,,,,
2350,,Regina,italy,ca,,,,,,
2351,,Partenope,italy,ca,,,,,,
2352,,Etna,italy,ca,,,,,,
2353,,Generoso,italy,ca,,,,,,
2354,,Intrepido,italy,ca,,,,,,
2355,,Veloce,italy,ca,,,,,,
2356,,Valoroso,italy,ca,,,,,,
2357,,Zeffiro,italy,ca,,,,,,
2358,,Sannita,italy,ca,,,,,,
2359,,Torquato Tasso,italy,ca,,,,,,
2360,,Carlo III,italy,ca,,,,,,
2361,,Fulminante,italy,ca,,,,,,
2362,,Stromboli,italy,ca,,,,,,
2363,,Ettore Fieramosca,italy,ca,,,,,,
2364,,Ferdinando II,italy,ca,,,,,,
2365,,Sirena,italy,ca,,,,,,
2366,,Aquila,italy,ca,,,,,,
2367,,Maria Teresa,italy,ca,,,,,,
2368,,Peloro,italy,ca,,,,,,
2369,,Delfino,italy,ca,,,,,,
2370,,Ercole,italy,ca,,,,,,
2371,,Archimede,italy,ca,,,,,,
2372,,Ruggiero,italy,ca,,,,,,
2373,,Roberto,italy,ca,,,,,,
2374,,Guiscardo,italy,ca,,,,,,
2375,,Palinuro,italy,ca,,,,,,
2376,,Miseno,italy,ca,,,,,,
2377,,Borbone,italy,ca,,,,,,
2378,,Gaeta,italy,ca,,,,,,
2379,,Capitana,italy,ca,,,,,,
2380,,Padrona,italy,ca,,,,,,
2381,,Suprema,italy,ca,,,,,,
2382,,Serena,italy,ca,,,,,,
2383,,Pace,italy,ca,,,,,,
2384,,Vittoria,italy,ca,,,,,,
2385,,Grifona,italy,ca,,,,,,
2386,,Santa Maria,italy,ca,,,,,,
2387,,San Giovanni,italy,ca,,,,,,
2388,,San Bonaventura,italy,ca,,,,,,
2389,,San Pietro,italy,ca,,,,,,
2390,,Roma,italy,ca,,,,,,
2391,,Immacolata Concezione,italy,ca,,,,,,
2392,,Giovanni Bausan,italy,cl,,,,,,
2393,,Etna,italy,cl,,,,,,
2394,,Vesuvio,italy,cl,,,,,,
2395,,Stromboli,italy,cl,,,,,,
2396,,Ettore Fieramosca,italy,cl,,,,,,
2397,,Dogali,italy,cl,,,,,,
2398,,Piemonte,italy,cl,,,,,,
2399,,Regioni,italy,cl,,,,,,
2400,,Umbria,italy,cl,,,,,,
2401,,Lombardia,italy,cl,,,,,,
2402,,Etruria,italy,cl,,,,,,
2403,,Liguria,italy,cl,,,,,,
2404,,Elba,italy,cl,,,,,,
2405,,Puglia,italy,cl,,,,,,
2406,,Calabria,italy,cl,,,,,,
2407,,Libia,italy,cl,,,,,,
2408,,Quarto,italy,cl,,,,,,
2409,,Nino Bixio,italy,cl,,,,,,
2410,,Marsala,italy,cl,,,,,,
2411,,Campania,italy,cl,,,,,,
2412,,Basilicata,italy,cl,,,,,,
2413,,Pietro Micca,italy,cl,,,,,,
2414,,Tripoli,italy,cl,,,,,,
2415,,Goito,italy,cl,,,,,,
2416,,Monzambano,italy,cl,,,,,,
2417,,Montebello,italy,cl,,,,,,
2418,,Confienza,italy,cl,,,,,,
2419,,Folgore,italy,cl,,,,,,
2420,,Saetta,italy,cl,,,,,,
2421,,Partenope,italy,cl,,,,,,
2422,,Minerva,italy,cl,,,,,,
2423,,Euridice,italy,cl,,,,,,
2424,,Urania,italy,cl,,,,,,
2425,,Iride,italy,cl,,,,,,
2426,,Aretusa,italy,cl,,,,,,
2427,,Caprera,italy,cl,,,,,,
2428,,Calatafimi,italy,cl,,,,,,
2429,,Agordat,italy,cl,,,,,,
2430,,Coatit,italy,cl,,,,,,
2431,,Aquila,italy,cl,,,,,,
2432,,Sparviero,italy,cl,,,,,,
2433,,Nibbio,italy,cl,,,,,,
2434,,Falco,italy,cl,,,,,,
2435,,Taranto,italy,cl,,,,,,
2436,,Bari,italy,cl,,,,,,
2437,,Brindisi,italy,cl,,,,,,
2438,,Venezia,italy,cl,,,,,,
2439,,Ancona,italy,cl,,,,,,
2440,,Armando Diaz,italy,cl,,,,,,
2441,,Giussano,italy,cl,,,,,,
2442,,Alberico da Barbiano,italy,cl,,,,,,
2443,,Alberto di Giussano,italy,cl,,,,,,
2444,,Bartolomeo Colleoni,italy,cl,,,,,,
2445,,Giovanni dalle Bande Nere,italy,cl,,,,,,
2446,,Luigi Cadorna,italy,cl,,,,,,
2447,,Raimondo Montecuccoli,italy,cl,,,,,,
2448,,Muzio Attendolo,italy,cl,,,,,,
2449,,Duca d'Aosta,italy,cl,,,,,,
2450,,Emanuele Filiberto,italy,cl,,,,,,
2451,,Eugenio di Savoia,italy,cl,,,,,,
2452,,Duca degli Abruzzi,italy,cl,,,,,,
2453,,Giuseppe Garibaldi,italy,cl,,,,,,
2454,,San Giorgio,italy,cl,,,,,,
2455,,Pompeo Magno,italy,cl,,,,,,
2456,,Capitani Romani,italy,cl,,,,,,
2457,,Attilio Regolo,italy,cl,,,,,,
2458,,Scipione Africano,italy,cl,,,,,,
2459,,Ulpio Traiano,italy,cl,,,,,,
2460,,Ottaviano Augusto,italy,cl,,,,,,
2461,,Cornelio Silla,italy,cl,,,,,,
2462,,Claudio Druso,italy,cl,,,,,,
2463,,Caio Mario,italy,cl,,,,,,
2464,,Paolo Emilio,italy,cl,,,,,,
2465,,Vipsania Agrippa,italy,cl,,,,,,
2466,,Giulio Germanico,italy,cl,,,,,,
2467,,Claudio Tiberio,italy,cl,,,,,,
2468,,Cattaro,italy,cl,,,,,,
2469,,Fulmine,italy,dd,,,,,,
2470,,Lampo,italy,dd,,,,,,
2471,,Freccia,italy,dd,,,,,,
2472,,Dardo,italy,dd,,,,,,
2473,,Strale,italy,dd,,,,,,
2474,,Euro,italy,dd,,,,,,
2475,,Ostro,italy,dd,,,,,,
2476,,Nembo,italy,dd,,,,,,
2477,,Turbine,italy,dd,,,,,,
2478,,Aquilone,italy,dd,,,,,,
2479,,Borea,italy,dd,,,,,,
2480,,Zeffiro,italy,dd,,,,,,
2481,,Espero,italy,dd,,,,,,
2482,,Soldato,italy,dd,,,,,,
2483,,Artigliere,italy,dd,,,,,,
2484,,Bersagliere,italy,dd,,,,,,
2485,,Corazziere,italy,dd,,,,,,
2486,,Garibaldino,italy,dd,,,,,,
2487,,Granatiere,italy,dd,,,,,,
2488,,Lanciere,italy,dd,,,,,,
2489,,Alpino,italy,dd,,,,,,
2490,,Carabiniere,italy,dd,,,,,,
2491,,Fuciliere,italy,dd,,,,,,
2492,,Pontiere,italy,dd,,,,,,
2493,,Ascaro,italy,dd,,,,,,
2494,,Impetuoso,italy,dd,,,,,,
2495,,Impavido,italy,dd,,,,,,
2496,,Insidioso,italy,dd,,,,,,
2497,,Irrequieto,italy,dd,,,,,,
2498,,Indomito,italy,dd,,,,,,
2499,,Intrepido,italy,dd,,,,,,
2500,,Ardito,italy,dd,,,,,,
2501,,Ardente,italy,dd,,,,,,
2502,,Audace,italy,dd,,,,,,
2503,,Animoso,italy,dd,,,,,,
2504,,Rosolino Pilo,italy,dd,,,,,,
2505,,Giuseppe Cesare Abba,italy,dd,,,,,,
2506,,Pilade Bronzetti,italy,dd,,,,,,
2507,,Giuseppe Missori,italy,dd,,,,,,
2508,,Antonio Mosto,italy,dd,,,,,,
2509,,Ippolito Nievo,italy,dd,,,,,,
2510,,Francesco Nullo,italy,dd,,,,,,
2511,,Simone Schiaffino,italy,dd,,,,,,
2512,,Alessandro Poerio,italy,dd,,,,,,
2513,,Cesare Rossarol,italy,dd,,,,,,
2514,,Guglielmo Pepe,italy,dd,,,,,,
2515,,Aquila,italy,dd,,,,,,
2516,,Falco,italy,dd,,,,,,
2517,,Nibbio,italy,dd,,,,,,
2518,,Sparviero,italy,dd,,,,,,
2519,,Carlo Mirabello,italy,dd,,,,,,
2520,,Carlo Alberto Racchia,italy,dd,,,,,,
2521,,Augusto Riboty,italy,dd,,,,,,
2522,,La Masa,italy,dd,,,,,,
2523,,Giuseppe La Masa,italy,dd,,,,,,
2524,,Angelo Bassini,italy,dd,,,,,,
2525,,Agostino Bertani,italy,dd,,,,,,
2526,,Benedetto Cairoli,italy,dd,,,,,,
2527,,Giacinto Carini,italy,dd,,,,,,
2528,,Nicola Fabrizi,italy,dd,,,,,,
2529,,Giuseppe La Farina,italy,dd,,,,,,
2530,,Giacomo Medici,italy,dd,,,,,,
2531,,Sirtori,italy,dd,,,,,,
2532,,Giuseppe Sirtori,italy,dd,,,,,,
2533,,Giovanni Acerbi,italy,dd,,,,,,
2534,,Vincenzo Giordano Orsini,italy,dd,,,,,,
2535,,Francesco Stocco,italy,dd,,,,,,
2536,,Palestro,italy,dd,,,,,,
2537,,Confienza,italy,dd,,,,,,
2538,,San Martino,italy,dd,,,,,,
2539,,Solferino,italy,dd,,,,,,
2540,,Generale Antonio Cantore,italy,dd,,,,,,
2541,,Generale Antonio Cascino,italy,dd,,,,,,
2542,,Generale Antonio Chinotto,italy,dd,,,,,,
2543,,Generale Carlo Montanari,italy,dd,,,,,,
2544,,Generale Marcello Prestinari,italy,dd,,,,,,
2545,,Delfino,italy,ss,,,,,,
2546,,Glauco,italy,ss,,,,,,
2547,,Narvalo,italy,ss,,,,,,
2548,,Otaria,italy,ss,,,,,,
2549,,Squalo,italy,ss,,,,,,
2550,,Tricheco,italy,ss,,,,,,
2551,,Foca,italy,ss,,,,,,
2552,,Medusa,italy,ss,,,,,,
2553,,Argo,italy,ss,,,,,,
2554,,Fisalia,italy,ss,,,,,,
2555,,Jalea,italy,ss,,,,,,
2556,,Jantina,italy,ss,,,,,,
2557,,Salpa,italy,ss,,,,,,
2558,,Velella,italy,ss,,,,,,
2559,,Zoea,italy,ss,,,,,,
2560,,Atropo,italy,ss,,,,,,
2561,,Nautilus,italy,ss,,,,,,
2562,,Nereide,italy,ss,,,,,,
2563,,Pullino,italy,ss,,,,,,
2564,,Giacinto Pullino,italy,ss,,,,,,
2565,,Galileo Ferraris,italy,ss,,,,,,
2566,,Alfa,italy,ss,,,,,,
2567,,Beta,italy,ss,,,,,,
2568,,Argonauta,italy,ss,,,,,,
2569,,Balilla,italy,ss,,,,,,
2570,,Pacinotti,italy,ss,,,,,,
2571,,Guglielmotti,italy,ss,,,,,,
2572,,Pietro Micca,italy,ss,,,,,,
2573,,Angelo Emo,italy,ss,,,,,,
2574,,Luigi Galvani,italy,ss,,,,,,
2575,,Lorenzo Marcello,italy,ss,,,,,,
2576,,Lazzaro Mocenigo,italy,ss,,,,,,
2577,,Torricelli,italy,ss,,,,,,
2578,,Andrea Provana,italy,ss,,,,,,
2579,,Agostino Barbarigo,italy,ss,,,,,,
2580,,Giacomo Nani,italy,ss,,,,,,
2581,,Sebastiano Veniero,italy,ss,,,,,,
2582,,Pier Capponi,italy,ss,,,,,,
2583,,Giovanni Da Procida,italy,ss,,,,,,
2584,,Goffredo Mameli,italy,ss,,,,,,
2585,,Masaniello,italy,ss,,,,,,
2586,,Tito Speri,italy,ss,,,,,,
2587,,Antonio Sciesa,italy,ss,,,,,,
2588,,Domenico Millelire,italy,ss,,,,,,
2589,,Enrico Toti,italy,ss,,,,,,
2590,,Giovanni Bausan,italy,ss,,,,,,
2591,,Marcantonio Colonna,italy,ss,,,,,,
2592,,Des Geneys,italy,ss,,,,,,
2593,,Vettor Pisani,italy,ss,,,,,,
2594,,Fratelli Bandiera,italy,ss,,,,,,
2595,,Luciano Manara,italy,ss,,,,,,
2596,,Ciro Menotti,italy,ss,,,,,,
2597,,Santorre Santarosa,italy,ss,,,,,,
2598,,Ettore Fieramosca,italy,ss,,,,,,
2599,,Marcantonio Bragadin,italy,ss,,,,,,
2600,,Filippo Corridoni,italy,ss,,,,,,
2601,,Squalo,italy,ss,,,,,,
2602,,Luigi Settembrini,italy,ss,,,,,,
2603,,Ruggiero Settimo,italy,ss,,,,,,
2604,,Serpente - former Nautilus,italy,ss,,,,,,
2605,,Ametista,italy,ss,,,,,,
2606,,Anfitrite,italy,ss,,,,,,
2607,,Diamante,italy,ss,,,,,,
2608,,Galatea,italy,ss,,,,,,
2609,,Naiade,italy,ss,,,,,,
2610,,Ondina,italy,ss,,,,,,
2611,,Rubino,italy,ss,,,,,,
2612,,Sirena,italy,ss,,,,,,
2613,,Smeraldo,italy,ss,,,,,,
2614,,Topazio,italy,ss,,,,,,
2615,,Zaffiro,italy,ss,,,,,,
2616,,Archimede,italy,ss,,,,,,
2617,,Evangelista Torricelli,italy,ss,,,,,,
2618,,Galileo Galilei,italy,ss,,,,,,
2619,,Pietro Calvi,italy,ss,,,,,,
2620,,Giuseppe Finzi,italy,ss,,,,,,
2621,,Enrico Tazzoli,italy,ss,,,,,,
2622,,Ambra,italy,ss,,,,,,
2623,,Berillo,italy,ss,,,,,,
2624,,Corallo,italy,ss,,,,,,
2625,,Diaspro,italy,ss,,,,,,
2626,,Gemma,italy,ss,,,,,,
2627,,Iride,italy,ss,,,,,,
2628,,Malachite,italy,ss,,,,,,
2629,,Onice,italy,ss,,,,,,
2630,,Perla,italy,ss,,,,,,
2631,,Turchese,italy,ss,,,,,,
2632,,Adua,italy,ss,,,,,,
2633,,Alagi,italy,ss,,,,,,
2634,,Aradam,italy,ss,,,,,,
2635,,Ascianghi,italy,ss,,,,,,
2636,,Axum,italy,ss,,,,,,
2637,,Beilul,italy,ss,,,,,,
2638,,Dagabur,italy,ss,,,,,,
2639,,Dessiè,italy,ss,,,,,,
2640,,Durbo,italy,ss,,,,,,
2641,,Gondar,italy,ss,,,,,,
2642,,Lafolè,italy,ss,,,,,,
2643,,Macallé,italy,ss,,,,,,
2644,,Neghelli,italy,ss,,,,,,
2645,,Scirè,italy,ss,,,,,,
2646,,Tembien,italy,ss,,,,,,
2647,,Uarsciek,italy,ss,,,,,,
2648,,Uebi Scebeli,italy,ss,,,,,,
2649,,Enrico Dandolo,italy,ss,,,,,,
2650,,Francesco Morosini,italy,ss,,,,,,
2651,,Comandante Cappellini,italy,ss,,,,,,
2652,,Comandante Faà di Bruno,italy,ss,,,,,,
2653,,Brin,italy,ss,,,,,,
2654,,Galvani,italy,ss,,,,,,
2655,,Console Generale Liuzzi,italy,ss,,,,,,
2656,,Alpino Bagnolini,italy,ss,,,,,,
2657,,Capitano Raffaele Tarantini,italy,ss,,,,,,
2658,,Reginaldo Giuliani,italy,ss,,,,,,
2659,,Marconi,italy,ss,,,,,,
2660,,Alessandro Malaspina,italy,ss,,,,,,
2661,,Leonardo da Vinci,italy,ss,,,,,,
2662,,Luigi Torelli,italy,ss,,,,,,
2663,,Maggiore Baracca,italy,ss,,,,,,
2664,,Michele Bianchi,italy,ss,,,,,,
2665,,Guglielmo Marconi,italy,ss,,,,,,
