,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_8_x1_italy_bb, bc",,203,gun_8_x1,italy,"bb, bc",friedrich_gun_228_x1,0.9,0.975,1.25,1.379,,,,,,warrior_gun_228_x1,1.025,1.0725,1.05,1.175,trento_gun_203_x1,1.2,1.29,1.25,1.02,trento_gun_203_x1,1.2,1.29,1.25,1.02,,,,,,,,,,
"gun_8_x2_italy_bb, bc",,203,gun_8_x2,italy,"bb, bc",friedrich_gun_228_x2,0.9,0.975,1.25,1.379,,,,,,warrior_gun_228_x2,1.025,1.0725,1.05,1.175,trento_gun_203_x2,1.2,1.29,1.25,1.02,trento_gun_203_x2,1.2,1.29,1.25,1.02,,,,,,,,,,
"gun_8_x3_italy_bb, bc",,203,gun_8_x3,italy,"bb, bc",friedrich_gun_228_x3,0.9,0.975,1.25,1.379,,,,,,warrior_gun_228_x3,1.025,1.0725,1.05,1.175,trento_gun_203_x3,1.2,1.29,1.25,1.02,trento_gun_203_x3,1.2,1.29,1.25,1.02,,,,,,,,,,
"gun_8_x1_italy_ca, cl",,203,gun_8_x1,italy,"ca, cl",friedrich_gun_228_x1,0.9,0.975,1.25,1.379,,,,,,warrior_gun_228_x1,1.025,1.0725,1.05,1.175,trento_gun_203_x1,1.2,1.29,1.25,1.02,trento_gun_203_x1,1.2,1.29,1.25,1.02,,,,,,,,,,
"gun_8_x2_italy_ca, cl",,203,gun_8_x2,italy,"ca, cl",friedrich_gun_228_x2,0.9,0.975,1.25,1.379,,,,,,warrior_gun_228_x2,1.025,1.0725,1.05,1.175,trento_gun_203_x2,1.2,1.29,1.25,1.02,trento_gun_203_x2,1.2,1.29,1.25,1.02,,,,,,,,,,
"gun_8_x3_italy_ca, cl",,203,gun_8_x3,italy,"ca, cl",friedrich_gun_228_x3,0.9,0.975,1.25,1.379,,,,,,warrior_gun_228_x3,1.025,1.0725,1.05,1.175,trento_gun_203_x3,1.2,1.29,1.25,1.02,trento_gun_203_x3,1.2,1.29,1.25,1.02,,,,,,,,,,
"gun_9_x1_italy_bb, bc, ca, cl",,229,gun_9_x1,italy,"bb, bc, ca, cl",maine_gun_254_x1_a,1.01,1.08,1.15,1.476,friedrich_gun_228_x1,1,1.0725,1.25,1.371,vdt_gun_280_x1,0.81,0.89,1.37,1.28,trento_gun_203_x1,1.3,1.39,1.35,1.02,trento_gun_203_x1,1.3,1.39,1.35,1.02,,,,,,,,,,
"gun_9_x2_italy_bb, bc, ca, cl",,229,gun_9_x2,italy,"bb, bc, ca, cl",maine_gun_254_x2_a,1.01,1.08,1.15,1.476,friedrich_gun_228_x2,1,1.0725,1.25,1.371,vdt_gun_280_x2,0.81,0.89,1.37,1.28,trento_gun_203_x2,1.3,1.39,1.35,1.02,trento_gun_203_x2,1.3,1.39,1.35,1.02,,,,,,,,,,
"gun_9_x3_italy_bb, bc, ca, cl",,229,gun_9_x3,italy,"bb, bc, ca, cl",maine_gun_254_x3_a,1.01,1.08,1.15,1.476,friedrich_gun_228_x3,1,1.0725,1.25,1.371,vdt_gun_280_x3,0.81,0.89,1.37,1.28,trento_gun_203_x3,1.3,1.39,1.35,1.02,trento_gun_203_x3,1.3,1.39,1.35,1.02,,,,,,,,,,
"gun_10_x1_italy_bb, bc, ca, cl",,254,gun_10_x1,italy,"bb, bc, ca, cl",maine_gun_254_x1_a,1.08,1.13,1.15,1.3,friedrich_gun_228_x1,1.1,1.17,1.25,1.325,vdt_gun_280_x1,0.911,0.98,1.37,1.23,trento_gun_203_x1,1.4,1.46,1.17,1.0816,litt_gun_381a_x1,0.72,0.8,1.4,1.28,,,,,,,,,,
"gun_10_x2_italy_bb, bc, ca, cl",,254,gun_10_x2,italy,"bb, bc, ca, cl",maine_gun_254_x2_a,1.08,1.13,1.15,1.3,friedrich_gun_228_x2,1.1,1.17,1.25,1.325,vdt_gun_280_x2,0.911,0.98,1.37,1.23,trento_gun_203_x2,1.4,1.46,1.17,1.0816,litt_gun_381a_x2,0.72,0.8,1.4,1.28,,,,,,,,,,
"gun_10_x3_italy_bb, bc, ca, cl",,254,gun_10_x3,italy,"bb, bc, ca, cl",maine_gun_254_x3_a,1.08,1.13,1.15,1.3,friedrich_gun_228_x3,1.1,1.17,1.25,1.325,vdt_gun_280_x3,0.911,0.98,1.37,1.23,trento_gun_203_x3,1.4,1.46,1.17,1.0816,litt_gun_381a_x3,0.72,0.8,1.4,1.28,,,,,,,,,,
"gun_11_x1_italy_bb, bc, ca, cl",,279,gun_11_x1,italy,"bb, bc, ca, cl",maine_gun_254_x1,1.14,1.4,1.15,1.15,irresistible_gun_305_x1,1,1.09,1.1,1.052,vdt_gun_280_x1,1.0125,1.036546875,1.37,0.97,trento_gun_203_x1,1.5,1.586,1.17,0.883,litt_gun_381a_x1,0.81,0.85,1.4,,,,,,,,,,,
"gun_11_x2_italy_bb, bc, ca, cl",,279,gun_11_x2,italy,"bb, bc, ca, cl",maine_gun_254_x2,1.14,1.4,1.15,1.15,irresistible_gun_305_x2,1,1.09,1.1,1.052,vdt_gun_280_x2,1.0125,1.036546875,1.37,0.97,trento_gun_203_x2,1.5,1.586,1.17,0.883,litt_gun_381a_x2,0.81,0.85,1.4,,,,,,,,,,,
"gun_11_x3_italy_bb, bc, ca, cl",,279,gun_11_x3,italy,"bb, bc, ca, cl",maine_gun_254_x3,1.14,1.4,1.15,1.15,irresistible_gun_305_x3,1,1.09,1.1,1.052,vdt_gun_280_x3,1.0125,1.036546875,1.37,0.97,trento_gun_203_x3,1.5,1.586,1.17,0.883,litt_gun_381a_x3,0.81,0.85,1.4,,,,,,,,,,,
"gun_12_x1_italy_bb, bc, ca, cl",,305,gun_12_x1,italy,"bb, bc, ca, cl",maine_gun_254_x1,1.22,1.27,1.15,1.178,irresistible_gun_305_x1,1.1,1.17,1.1,1.022,vdt_gun_280_x1,1.1,1.145625,1.35,1,litt_gun_381_x1,0.85,0.8775,1.4,1.02,litt_gun_381_x1,0.86,0.89,1.4,1.02,,,,,,,,,,
"gun_12_x2_italy_bb, bc, ca, cl",,305,gun_12_x2,italy,"bb, bc, ca, cl",maine_gun_254_x2,1.22,1.27,1.15,1.178,irresistible_gun_305_x2,1.1,1.17,1.1,1.022,vdt_gun_280_x2,1.063,1.086,1.37,1,litt_gun_381_x2,0.85,0.8775,1.4,1.02,litt_gun_381_x2,0.86,0.89,1.4,1.02,,,,,,,,,,
"gun_12_x3_italy_bb, bc, ca, cl",,305,gun_12_x3,italy,"bb, bc, ca, cl",maine_gun_254_x3,1.22,1.27,1.15,1.178,irresistible_gun_305_x3,1.1,1.17,1.1,1.022,vdt_gun_280_x3,1.063,1.086,1.37,1,litt_gun_381_x3,0.85,0.8775,1.4,1.02,litt_gun_381_x3,0.86,0.89,1.4,1.02,,,,,,,,,,
"gun_13_x1_italy_bb, bc, ca, cl",,330,gun_13_x1,italy,"bb, bc, ca, cl",friedrich_gun_228_x1,1.4,1.463,1.25,1.2068,irresistible_gun_305_x1,1.2,1.27,1.1,1.022,vdt_gun_280_x1,1.1,1.145625,1.35,1.04,litt_gun_381_x1,0.9,0.94,1.4,1.04,litt_gun_381_x1,0.9,0.94,1.4,1.04,,,,,,,,,,
"gun_13_x2_italy_bb, bc, ca, cl",,330,gun_13_x2,italy,"bb, bc, ca, cl",friedrich_gun_228_x2,1.4,1.463,1.25,1.2068,irresistible_gun_305_x2,1.2,1.27,1.1,1.022,vdt_gun_280_x2,1.1,1.145625,1.35,1.04,litt_gun_381_x2,0.9,0.94,1.4,1.04,litt_gun_381_x2,0.9,0.94,1.4,1.04,,,,,,,,,,
"gun_13_x3_italy_bb, bc, ca, cl",,330,gun_13_x3,italy,"bb, bc, ca, cl",friedrich_gun_228_x3,1.4,1.463,1.25,1.2068,irresistible_gun_305_x3,1.2,1.27,1.1,1.022,vdt_gun_280_x3,1.1,1.145625,1.35,1.04,litt_gun_381_x3,0.9,0.94,1.4,1.04,litt_gun_381_x3,0.9,0.94,1.4,1.04,,,,,,,,,,
"gun_14_x1_italy_bb, bc, ca, cl",,356,gun_14_x1,italy,"bb, bc, ca, cl",,,,,,,,,,,trento_gun_203_x1,1.8225,1.87273125,1.15,0.914,litt_gun_381_x1,0.95,0.99,1.4,1.067,litt_gun_381_x1,0.95,0.99,1.4,1.067,,,,,,,,,,
"gun_14_x2_italy_bb, bc, ca, cl",,356,gun_14_x2,italy,"bb, bc, ca, cl",,,,,,,,,,,trento_gun_203_x2,1.8225,1.87273125,1.15,0.914,litt_gun_381_x2,0.95,0.99,1.4,1.067,litt_gun_381_x2,0.95,0.99,1.4,1.067,,,,,,,,,,
"gun_14_x3_italy_bb, bc, ca, cl",,356,gun_14_x3,italy,"bb, bc, ca, cl",,,,,,,,,,,trento_gun_203_x3,1.8225,1.87273125,1.15,0.914,litt_gun_381_x3,0.95,0.99,1.4,1.067,litt_gun_381_x3,0.95,0.99,1.4,1.067,,,,,,,,,,
"gun_15_x1_italy_bb, bc, ca, cl",,381,gun_15_x1,italy,"bb, bc, ca, cl",,,,,,,,,,,trento_gun_203_x1,1.92075,2.02,1.15,0.93,litt_gun_381_x1,1,1.05,1.4,1.087,litt_gun_381_x1,1,1.05,1.4,1.087,,,,,,,,,,
"gun_15_x2_italy_bb, bc, ca, cl",,381,gun_15_x2,italy,"bb, bc, ca, cl",,,,,,,,,,,trento_gun_203_x2,1.92075,2.02,1.15,0.93,litt_gun_381_x2,1,1.05,1.4,1.087,litt_gun_381_x2,1,1.05,1.4,1.087,,,,,,,,,,
"gun_15_x3_italy_bb, bc, ca, cl",,381,gun_15_x3,italy,"bb, bc, ca, cl",,,,,,,,,,,trento_gun_203_x3,1.92075,2.02,1.15,0.93,litt_gun_381_x3,1,1.05,1.4,1.087,litt_gun_381_x3,1,1.05,1.4,1.087,,,,,,,,,,
gun_16_x1_italy,,406,gun_16_x1,italy,,litt_gun_381a_x1,1.06,1.1,1.4,1.087,litt_gun_381a_x1,1.06,1.1,1.4,1.087,litt_gun_381_x1,1.06,1.1,1.4,1.087,litt_gun_381_x1,1.06,1.1,1.4,1.087,litt_gun_381_x1,1.06,1.1,1.4,1.087,,,,,,,,,,
gun_16_x2_italy,,406,gun_16_x2,italy,,litt_gun_381a_x2,1.06,1.1,1.4,1.087,litt_gun_381a_x2,1.06,1.1,1.4,1.087,litt_gun_381_x2,1.06,1.1,1.4,1.087,litt_gun_381_x2,1.06,1.1,1.4,1.087,litt_gun_381_x2,1.06,1.1,1.4,1.087,,,,,,,,,,
gun_16_x3_italy,,406,gun_16_x3,italy,,litt_gun_381a_x3,1.06,1.1,1.4,1.087,litt_gun_381a_x3,1.06,1.1,1.4,1.087,litt_gun_381_x3,1.06,1.1,1.4,1.087,litt_gun_381_x3,1.06,1.1,1.4,1.087,litt_gun_381_x3,1.06,1.1,1.4,1.087,,,,,,,,,,
gun_17_x1_italy,,432,gun_17_x1,"italy, argentina",,litt_gun_381a_x1,1.11,1.17,1.4,1.087,litt_gun_381a_x1,1.11,1.17,1.4,1.087,litt_gun_381_x1,1.11,1.17,1.4,1.087,litt_gun_381_x1,1.11,1.17,1.4,1.087,litt_gun_381_x1,1.11,1.17,1.4,1.087,,,,,,,,,,
gun_17_x2_italy,,432,gun_17_x2,"italy, argentina",,litt_gun_381a_x2,1.11,1.17,1.4,1.087,litt_gun_381a_x2,1.11,1.17,1.4,1.087,litt_gun_381_x2,1.11,1.17,1.4,1.087,litt_gun_381_x2,1.11,1.17,1.4,1.087,litt_gun_381_x2,1.11,1.17,1.4,1.087,,,,,,,,,,
gun_17_x3_italy,,432,gun_17_x3,"italy, argentina",,litt_gun_381a_x3,1.11,1.17,1.4,1.087,litt_gun_381a_x3,1.11,1.17,1.4,1.087,litt_gun_381_x3,1.11,1.17,1.4,1.087,litt_gun_381_x3,1.11,1.17,1.4,1.087,litt_gun_381_x3,1.11,1.17,1.4,1.087,,,,,,,,,,
gun_18_x1_italy,,457,gun_18_x1,"italy, argentina",,litt_gun_381a_x1,1.17,1.24,1.4,1.087,litt_gun_381a_x1,1.17,1.24,1.4,1.087,litt_gun_381_x1,1.17,1.24,1.4,1.087,litt_gun_381_x1,1.17,1.24,1.4,1.087,litt_gun_381_x1,1.17,1.24,1.4,1.087,,,,,,,,,,
gun_18_x2_italy,,457,gun_18_x2,"italy, argentina",,litt_gun_381a_x2,1.17,1.24,1.4,1.087,litt_gun_381a_x2,1.17,1.24,1.4,1.087,litt_gun_381_x2,1.17,1.24,1.4,1.087,litt_gun_381_x2,1.17,1.24,1.4,1.087,litt_gun_381_x2,1.17,1.24,1.4,1.087,,,,,,,,,,
gun_18_x3_italy,,457,gun_18_x3,"italy, argentina",,litt_gun_381a_x3,1.17,1.24,1.4,1.087,litt_gun_381a_x3,1.17,1.24,1.4,1.087,litt_gun_381_x3,1.17,1.24,1.4,1.087,litt_gun_381_x3,1.17,1.24,1.4,1.087,litt_gun_381_x3,1.17,1.24,1.4,1.087,,,,,,,,,,
gun_19_x1_italy,,483,gun_19_x1,"italy, argentina",,litt_gun_381a_x1,1.25,1.3,1.4,1.064,litt_gun_381a_x1,1.25,1.3,1.4,1.064,litt_gun_381_x1,1.25,1.3,1.4,1.064,litt_gun_381_x1,1.25,1.3,1.4,1.064,litt_gun_381_x1,1.25,1.3,1.4,1.064,,,,,,,,,,
gun_19_x2_italy,,483,gun_19_x2,"italy, argentina",,litt_gun_381a_x2,1.25,1.3,1.4,1.064,litt_gun_381a_x2,1.25,1.3,1.4,1.064,litt_gun_381_x2,1.25,1.3,1.4,1.064,litt_gun_381_x2,1.25,1.3,1.4,1.064,litt_gun_381_x2,1.25,1.3,1.4,1.064,,,,,,,,,,
gun_19_x3_italy,,483,gun_19_x3,"italy, argentina",,litt_gun_381a_x3,1.25,1.3,1.4,1.064,litt_gun_381a_x3,1.25,1.3,1.4,1.064,litt_gun_381_x3,1.25,1.3,1.4,1.064,litt_gun_381_x3,1.25,1.3,1.4,1.064,litt_gun_381_x3,1.25,1.3,1.4,1.064,,,,,,,,,,
gun_20_x1_italy,,508,gun_20_x1,"italy, argentina",,litt_gun_381a_x1,1.31,1.35,1.4,1.064,litt_gun_381a_x1,1.31,1.35,1.4,1.064,litt_gun_381_x1,1.31,1.35,1.4,1.064,litt_gun_381_x1,1.31,1.35,1.4,1.064,litt_gun_381_x1,1.31,1.35,1.4,1.064,,,,,,,,,,
gun_20_x2_italy,,508,gun_20_x2,"italy, argentina",,litt_gun_381a_x2,1.31,1.35,1.4,1.064,litt_gun_381a_x2,1.31,1.35,1.4,1.064,litt_gun_381_x2,1.31,1.35,1.4,1.064,litt_gun_381_x2,1.31,1.35,1.4,1.064,litt_gun_381_x2,1.31,1.35,1.4,1.064,,,,,,,,,,
gun_20_x3_italy,,508,gun_20_x3,"italy, argentina",,litt_gun_381a_x3,1.31,1.35,1.4,1.064,litt_gun_381a_x3,1.31,1.35,1.4,1.064,litt_gun_381_x3,1.31,1.35,1.4,1.064,litt_gun_381_x3,1.31,1.35,1.4,1.064,litt_gun_381_x3,1.31,1.35,1.4,1.064,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_japan_dd,,76,gun_3_x1,japan,"dd,tb",,,,,,,,,,,,,,,,akizuki_gun_100_x1,0.745,0.975,1.17,2.24,akizuki_gun_100_x1,0.745,0.975,1.17,2.24,,,,,,,,,,
gun_3_x2_japan_dd,,76,gun_3_x2,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x2,0.745,0.975,1.17,2.24,akizuki_gun_100_x2,0.745,0.975,1.17,2.24,,,,,,,,,,
gun_3_x3_japan_dd,,76,gun_3_x3,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x3,0.745,0.975,1.17,2.24,akizuki_gun_100_x3,0.745,0.975,1.17,2.24,,,,,,,,,,
gun_4_x1_japan_dd,,102,gun_4_x1,japan,"dd,tb",,,,,,,,,,,,,,,,akizuki_gun_100_x1,1,1.115,1.17,1.83,akizuki_gun_100_x1,1,1.115,1.17,1.83,,,,,,,,,,
gun_4_x2_japan_dd,,102,gun_4_x2,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x2,1,1.115,1.17,1.83,akizuki_gun_100_x2,1,1.115,1.17,1.83,,,,,,,,,,
gun_4_x3_japan_dd,,102,gun_4_x3,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x3,1,1.115,1.17,1.83,akizuki_gun_100_x3,1,1.115,1.17,1.83,,,,,,,,,,
"gun_5_x1_japan_dd, cl",,127,gun_5_x1,japan,"dd, cl",,,,,,,,,,,,,,,,akizuki_gun_127_x1,1,1.115,1.22,1.388,akizuki_gun_127_x1,1,1.115,1.22,1.388,,,,,,,,,,
"gun_5_x2_japan_dd, cl",,127,gun_5_x2,japan,"dd, cl",,,,,,,,,,,,,,,,akizuki_gun_127_x2,1,1.115,1.22,1.388,akizuki_gun_127_x2,1,1.115,1.22,1.388,,,,,,,,,,
"gun_5_x3_japan_dd, cl",,127,gun_5_x3,japan,"dd, cl",,,,,,,,,,,,,,,,akizuki_gun_127_x3,1,1.115,1.22,1.388,akizuki_gun_127_x3,1,1.115,1.22,1.388,,,,,,,,,,
"gun_3_x1_japan_bb, bc,ca,cl",,76,gun_3_x1,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x1,1.2,1.39,0.77,2.62,yamato_gun_25_x1,1.2,1.39,0.77,2.62,,,,,,,,,,
"gun_3_x2_japan_bb, bc,ca,cl",,76,gun_3_x2,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x2,1.2,1.39,0.77,2.62,yamato_gun_25_x2,1.2,1.39,0.77,2.62,,,,,,,,,,
"gun_3_x3_japan_bb, bc,ca,cl",,76,gun_3_x3,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x3,1.2,1.39,0.77,2.62,yamato_gun_25_x3,1.2,1.39,0.77,2.62,,,,,,,,,,
"gun_4_x1_japan_bb, bc,ca,cl",,102,gun_4_x1,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,akizuki_gun_100_x1,1,1.115,1.17,1.83,akizuki_gun_100_x1,1,1.115,1.17,1.83,,,,,,,,,,
"gun_4_x2_japan_bb, bc,ca,cl",,102,gun_4_x2,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,akizuki_gun_100_x2,1,1.115,1.17,1.83,akizuki_gun_100_x2,1,1.115,1.17,1.83,,,,,,,,,,
"gun_4_x3_japan_bb, bc,ca,cl",,102,gun_4_x3,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,akizuki_gun_100_x3,1,1.115,1.17,1.83,akizuki_gun_100_x3,1,1.115,1.17,1.83,,,,,,,,,,
"gun_5_x1_japan_bb, bc,ca",,127,gun_5_x1,japan,"bb, bc,ca",,,,,,,,,,,,,,,,yamato_gun_127_x1,1.265,1.38,0.92,0.87,yamato_gun_127_x1,1.265,1.38,0.92,0.87,,,,,,,,,,
"gun_5_x2_japan_bb, bc,ca",,127,gun_5_x2,japan,"bb, bc,ca",,,,,,,,,,,,,,,,yamato_gun_127_x2,1.265,1.38,0.92,0.87,yamato_gun_127_x2,1.265,1.38,0.92,0.87,,,,,,,,,,
"gun_5_x3_japan_bb, bc,ca",,127,gun_5_x3,japan,"bb, bc,ca",,,,,,,,,,,,,,,,yamato_gun_127_x3,1.265,1.38,0.92,0.87,yamato_gun_127_x3,1.265,1.38,0.92,0.87,,,,,,,,,,
"gun_6_x1_japan_bb, bc,ca,cl",,152,gun_6_x1,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x1,1,1.09,1.25,1.25,tsesarevich_gun_152_x1,1,1.09,1.25,1.25,ussr_gun_152_x1,1,1.09,1.36,1.35,yamato_gun_155_x1,1,1.055,1.32,1.538,yamato_gun_155_x1,1,1.055,1.32,1.538,,,,,,,,,,
"gun_6_x2_japan_bb, bc,ca,cl",,152,gun_6_x2,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x2,1,1.09,1.25,1.25,tsesarevich_gun_152_x2,1,1.09,1.25,1.25,ussr_gun_152_x2,1,1.09,1.36,1.35,yamato_gun_155_x2,1,1.055,1.32,1.538,yamato_gun_155_x2,1,1.055,1.32,1.538,,,,,,,,,,
"gun_6_x3_japan_bb, bc,ca,cl",,152,gun_6_x3,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x3,1,1.09,1.25,1.25,tsesarevich_gun_152_x3,1,1.09,1.25,1.25,ussr_gun_152_x3,1,1.09,1.36,1.35,yamato_gun_155_x3,1,1.055,1.32,1.538,yamato_gun_155_x3,1,1.055,1.32,1.538,,,,,,,,,,
"gun_7_x1_japan_bb, bc,ca,cl",,178,gun_7_x1,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x1,1.1,1.19,1.25,1.32,tsesarevich_gun_152_x1,1.1,1.19,1.25,1.32,ussr_gun_152_x1,1.11,1.2,1.36,1.37,yamato_gun_155_x1,1.07,1.125,1.32,1.64,yamato_gun_155_x1,1.07,1.125,1.32,1.64,,,,,,,,,,
"gun_7_x2_japan_bb, bc,ca,cl",,178,gun_7_x2,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x2,1.1,1.19,1.25,1.32,tsesarevich_gun_152_x2,1.1,1.19,1.25,1.32,ussr_gun_152_x2,1.11,1.2,1.36,1.37,yamato_gun_155_x2,1.07,1.125,1.32,1.64,yamato_gun_155_x2,1.07,1.125,1.32,1.64,,,,,,,,,,
"gun_7_x3_japan_bb, bc,ca,cl",,178,gun_7_x3,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x3,1.1,1.19,1.25,1.32,tsesarevich_gun_152_x3,1.1,1.19,1.25,1.32,ussr_gun_152_x3,1.11,1.2,1.36,1.37,yamato_gun_155_x3,1.07,1.125,1.32,1.64,yamato_gun_155_x3,1.07,1.125,1.32,1.64,,,,,,,,,,
"gun_8_x1_japan_bb, bc,ca,cl",,203,gun_8_x1,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x1,1.2,1.29,1.25,1.32,tsesarevich_gun_152_x1,1.2,1.29,1.25,1.32,warrior_gun_228_x1,1.025,1.095,1.15,1.24,moga_gun_200_x1,1.2,1.28,1.35,1.1627,moga_gun_200_x1,1.2,1.28,1.35,1.1627,,,,,,,,,,
"gun_8_x2_japan_bb, bc,ca,cl",,203,gun_8_x2,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x2,1.2,1.29,1.25,1.32,tsesarevich_gun_152_x2,1.2,1.29,1.25,1.32,warrior_gun_228_x2,1.025,1.095,1.15,1.24,moga_gun_200_x2,1.2,1.28,1.35,1.1627,moga_gun_200_x2,1.2,1.28,1.35,1.1627,,,,,,,,,,
"gun_8_x3_japan_bb, bc,ca,cl",,203,gun_8_x3,japan,"bb, bc,ca,cl",tsesarevich_gun_152_x3,1.2,1.29,1.25,1.32,tsesarevich_gun_152_x3,1.2,1.29,1.25,1.32,warrior_gun_228_x3,1.025,1.095,1.15,1.24,moga_gun_200_x3,1.2,1.28,1.35,1.1627,moga_gun_200_x3,1.2,1.28,1.35,1.1627,,,,,,,,,,
"gun_9_x1_japan_bb,bc,ca,cl",,229,gun_9_x1,japan,"bb,bc,ca,cl",tsesarevich_gun_152_x1,1.2,1.29,1.25,1.45,agamemnon_gun_228_x1,1.1,1.195,1.2,1.42,agamemnon_gun_228_x1,1.1,1.195,1.2,1.42,fus_gun_356_x1_a,0.85,0.92625,1.36,1.18,moga_gun_200_x1,1.3,1.38,1.35,1.1627,,,,,,,,,,
"gun_9_x2_japan_bb,bc,ca,cl",,229,gun_9_x2,japan,"bb,bc,ca,cl",tsesarevich_gun_152_x2,1.2,1.29,1.25,1.45,agamemnon_gun_228_x2,1.1,1.195,1.2,1.42,agamemnon_gun_228_x2,1.1,1.195,1.2,1.42,fus_gun_356_x2_a,0.85,0.92625,1.36,1.18,moga_gun_200_x2,1.3,1.38,1.35,1.1627,,,,,,,,,,
"gun_9_x3_japan_bb,bc,ca,cl",,229,gun_9_x3,japan,"bb,bc,ca,cl",tsesarevich_gun_152_x3,1.2,1.29,1.25,1.45,agamemnon_gun_228_x3,1.1,1.195,1.2,1.42,agamemnon_gun_228_x3,1.1,1.195,1.2,1.42,fus_gun_356_x3_a,0.85,0.92625,1.36,1.18,moga_gun_200_x3,1.3,1.38,1.35,1.1627,,,,,,,,,,
"gun_10_x1_japan_bb,bc,ca",,254,gun_10_x1,japan,"bb,bc,ca",friedrich_gun_228_x1,1.1,1.17,1.25,1.32,agamemnon_gun_305_x1,0.85,0.91,1.2,1.52,agamemnon_gun_305_x1,0.85,0.91,1.2,1.52,fus_gun_356_x1_a,0.95,0.99,1.36,1.15,yamato_gun_b_460_x1,0.607,0.64,1.28,1.074,,,,,,,,,,
"gun_10_x2_japan_bb,bc,ca",,254,gun_10_x2,japan,"bb,bc,ca",friedrich_gun_228_x2,1.1,1.17,1.25,1.32,agamemnon_gun_305_x2,0.85,0.91,1.2,1.52,agamemnon_gun_305_x2,0.85,0.91,1.2,1.52,fus_gun_356_x2_a,0.95,0.99,1.36,1.15,yamato_gun_b_460_x2,0.607,0.64,1.28,1.074,,,,,,,,,,
"gun_10_x3_japan_bb,bc,ca",,254,gun_10_x3,japan,"bb,bc,ca",friedrich_gun_228_x3,1.1,1.17,1.25,1.32,agamemnon_gun_305_x3,0.85,0.91,1.2,1.52,agamemnon_gun_305_x3,0.85,0.91,1.2,1.52,fus_gun_356_x3_a,0.95,0.99,1.36,1.15,yamato_gun_b_460_x3,0.607,0.64,1.28,1.074,,,,,,,,,,
"gun_11_x1_japan_bb,bc,ca",,279,gun_11_x1,japan,"bb,bc,ca",friedrich_gun_228_x1,1.2,1.2675,1.25,1.08,agamemnon_gun_305_x1,0.92,0.99,1.2,1.25,agamemnon_gun_305_x1,0.92,0.99,1.2,1.25,fus_gun_356_x1_a,1,1.04,1.36,0.955,yamato_gun_b_460_x1,0.658,0.691,1.28,0.86,,,,,,,,,,
"gun_11_x2_japan_bb,bc,ca",,279,gun_11_x2,japan,"bb,bc,ca",friedrich_gun_228_x2,1.2,1.2675,1.25,1.08,agamemnon_gun_305_x2,0.92,0.99,1.2,1.25,agamemnon_gun_305_x2,0.92,0.99,1.2,1.25,fus_gun_356_x2_a,1,1.04,1.36,0.955,yamato_gun_b_460_x2,0.658,0.691,1.28,0.86,,,,,,,,,,
"gun_11_x3_japan_bb,bc,ca",,279,gun_11_x3,japan,"bb,bc,ca",friedrich_gun_228_x3,1.2,1.2675,1.25,1.08,agamemnon_gun_305_x3,0.92,0.99,1.2,1.25,agamemnon_gun_305_x3,0.92,0.99,1.2,1.25,fus_gun_356_x3_a,1,1.04,1.36,0.955,yamato_gun_b_460_x3,0.658,0.691,1.28,0.86,,,,,,,,,,
